timestamp,open,high,low,close,volume,turnover
2025-09-22 21:30:00,662.200,665.930,662.170,665.845,11984888,7960252580.345
2025-09-23 00:30:00,665.845,667.240,665.790,667.142,8675108,5780752203.519
2025-09-23 03:30:00,667.140,667.290,666.720,666.840,4817853,3212032077.606
